Conf. Session	Date	Time CET (Local Time)	Poster Session	Track	Board 	Paper ID	Paper Title	First Authors	Status	Authors	1st Author	2nd Author	3rd Author	4th Author	5th Author	6th Author	7th Author	8th Author	Change from 	Change to 	Complete	GT Spawn point	Authors																
Session 8	2024-03-19	16-17:30	In-Person C		D-2	DEMO 49	FRAPPE: FRAming, Persuasion, and Propaganda Explorer	Ahmed Sajwani	In person	Ahmed Sajwani, Alaa El setohy, Ali Mekky, Diana Turmakhan, Lara Hassan, Mohamed El Zeftawy, Omar El Herraoui, Osama Mohammed Afzal, Qisheng Liao, Tarek Mahmoud, Zain Muhammad Mujahid, Muhammad Umar Salman, Muhammad Arslan Manzoor, Massa Baali, Jakub Piskorski, Nicolas Stefanovitch, Giovanni Da San Martino and Preslav Nakov	Ahmed Sajwani	Alaa El setohy	Ali Mekky	Diana Turmakhan	Lara Hassan	Mohamed El Zeftawy	Omar El Herraoui	Osama Mohammed Afzal			 		Ahmed Sajwani	Alaa El setohy	Ali Mekky	Diana Turmakhan	Lara Hassan	Mohamed El Zeftawy	Omar El Herraoui	Osama Mohammed Afzal	Qisheng Liao	Tarek Mahmoud	Zain Muhammad Mujahid	Muhammad Umar Salman	Muhammad Arslan Manzoor	Massa Baali	Jakub Piskorski	Nicolas Stefanovitch	Giovanni Da San Martino and Preslav Nakov
Session 10	2024-03-20	11-12:30	In-Person E	Speech recognition, text-to-speech and spoken language understanding	26	16	  Hyper-BTS Dataset: Scalability and Enhanced Analysis of Back TranScription (BTS) for ASR Post-Processing	Chanjun Park	Confirmed in person	Chanjun Park, Jaehyung Seo, Seolhwa Lee, Junyoung Son, Hyeonseok Moon, Sugyeong Eo, Chanhee Lee, Heuiseok Lim	Chanjun Park	Jaehyung Seo	Seolhwa Lee	Junyoung Son	Hyeonseok Moon	Sugyeong Eo	Chanhee Lee	Heuiseok Lim					Chanjun Park	Jaehyung Seo	Seolhwa Lee	Junyoung Son	Hyeonseok Moon	Sugyeong Eo	Chanhee Lee	Heuiseok Lim									
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	7	86	  mPLM-Sim: Better Cross-Lingual Similarity and Transfer in Multilingual Pretrained Language Models	Peiqin Lin	Confirmed in person	Peiqin Lin, Chengzhi Hu, Zheyu Zhang, Andre Martins, Hinrich Schuetze	Peiqin Lin	Chengzhi Hu	Zheyu Zhang	Andre Martins	Hinrich Schuetze								Peiqin Lin	Chengzhi Hu	Zheyu Zhang	Andre Martins	Hinrich Schuetze												
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	8	456	AccentFold: A Journey through African Accents for Zero-Shot ASR Adaptation to Target Accents	Abraham Toluwase Owodunni	Confirmed in person	Abraham Toluwase Owodunni, Aditya Yadavalli, Chris Chinenye Emezue, Tobi Olatunji, Clinton C Mbataku	Abraham Toluwase Owodunni	Aditya Yadavalli	Chris Chinenye Emezue	Tobi Olatunji	Clinton C Mbataku								Abraham Toluwase Owodunni	Aditya Yadavalli	Chris Chinenye Emezue	Tobi Olatunji	Clinton C Mbataku												
Session 10	2024-03-20	11-12:30	In-Person E	Multimodality and Language Grounding to Vision, Robotics and Beyond	21	60	An Examination of the Robustness of Reference-Free Image Captioning Evaluation Metrics	Saba Ahmadi	Confirmed in person	Saba Ahmadi, Aishwarya Agrawal	Saba Ahmadi	Aishwarya Agrawal											Saba Ahmadi	Aishwarya Agrawal															
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	9	468	Analyzing the Evaluation of Cross-Lingual Knowledge Transfer in Multilingual Language Models	Sara Rajaee	Confirmed in person	Sara Rajaee, Christof Monz	Sara Rajaee	Christof Monz											Sara Rajaee	Christof Monz															
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	10	384	Analyzing the Role of Part-of-Speech in Code-Switching: A Corpus-Based Study	Jie Chi	Confirmed in person	Jie Chi, Peter Bell	Jie Chi	Peter Bell											Jie Chi	Peter Bell															
Session 10	2024-03-20	11-12:30	In-Person E	Machine Translation	31	TACL3	Are Character-level Translations Worth the Wait? Comparing Pretrained Character- and Subword-level Models for Machine Translation	Lukas Edman	Confirmed in person	Lukas Edman, Gabriele Sarti, Antonio Toral, Gertjan van Noord, Arianna Bisazza	Lukas Edman	Gabriele Sarti	Antonio Toral	Gertjan van Noord	Arianna Bisazza								Lukas Edman	Gabriele Sarti	Antonio Toral	Gertjan van Noord	Arianna Bisazza												
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	11	245	Are Large Language Model-based Evaluators the Solution to Scaling Up Multilingual Evaluation?	Rishav Hada	Confirmed in person	Rishav Hada, Varun Gumma, Adrian de Wynter, Harshita Diddee, Mohamed Ahmed, Monojit Choudhury, Kalika Bali, Sunayana Sitaram	Rishav Hada	Varun Gumma	Adrian de Wynter	Harshita Diddee	Mohamed Ahmed	Monojit Choudhury	Kalika Bali	Sunayana Sitaram					Rishav Hada	Varun Gumma	Adrian de Wynter	Harshita Diddee	Mohamed Ahmed	Monojit Choudhury	Kalika Bali	Sunayana Sitaram									
Session 10	2024-03-20	11-12:30	In-Person E	shows virtual	25	337	Code-Switching and Back-Transliteration Using a Bilingual Model	Daniel Weisberg Mitelman	Confirmed in person	Daniel Weisberg Mitelman, Nachum Dershowitz, Kfir Bar	Kfir Bar	Nachum Dershowitz	Kfir Bar																										
Session 10	2024-03-20	11-12:30	In-Person E	Machine Translation	1	412	CODET: A Benchmark for Contrastive Dialectal Evaluation of Machine Translation	Md Mahfuz Ibn Alam	Confirmed in person	Md Mahfuz Ibn Alam, Sina Ahmadi, Antonios Anastasopoulos	Md Mahfuz Ibn Alam	Sina Ahmadi	Antonios Anastasopoulos										Md Mahfuz Ibn Alam	Sina Ahmadi	Antonios Anastasopoulos														
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	12	451	Cross-lingual Editing in Multilingual Language Models	Himanshu Beniwal	Confirmed in person	Himanshu Beniwal, Kowsik Nandagopan D, Mayank Singh	Himanshu Beniwal	Kowsik Nandagopan D	Mayank Singh										Himanshu Beniwal	Kowsik Nandagopan D	Mayank Singh														
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	13	157	Cross-Lingual Transfer from Related Languages: Treating Low-Resource Maltese as Multilingual Code-Switching	Kurt Micallef	Confirmed in person	Kurt Micallef, Nizar Habash, Claudia Borg, Fadhl Eryani, Houda Bouamor	Kurt Micallef	Nizar Habash	Claudia Borg	Fadhl Eryani	Houda Bouamor								Kurt Micallef	Nizar Habash	Claudia Borg	Fadhl Eryani	Houda Bouamor												
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	14	283	Efficiently Aligned Cross-Lingual Transfer Learning for Conversational Tasks using Prompt-Tuning	Lifu Tu	Confirmed in person	Lifu Tu, Jin Qu, Semih Yavuz, Shafiq Joty, Wenhao Liu, Caiming Xiong, Yingbo Zhou	Lifu Tu	Jin Qu	Semih Yavuz	Shafiq Joty	Wenhao Liu	Caiming Xiong	Yingbo Zhou						Lifu Tu	Jin Qu	Semih Yavuz	Shafiq Joty	Wenhao Liu	Caiming Xiong	Yingbo Zhou										
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	15	52	Exploring the Robustness of Task-oriented Dialogue Systems for Colloquial German Varieties	Ekaterina Artemova	Confirmed in person	Ekaterina Artemova, Verena Blaschke, Barbara Plank	Ekaterina Artemova	Verena Blaschke	Barbara Plank										Ekaterina Artemova	Verena Blaschke	Barbara Plank														
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	16	9	GPTs Are Multilingual Annotators for Sequence Generation Tasks	Juhwan Choi	Confirmed in person	Juhwan Choi, Eunju Lee, Kyohoon Jin, YoungBin Kim	Juhwan Choi	Eunju Lee	Kyohoon Jin	YoungBin Kim									Juhwan Choi	Eunju Lee	Kyohoon Jin	YoungBin Kim													
Session 10	2024-03-20	11-12:30	In-Person E	Machine Translation	2	40	How Transferable are Attribute Controllers on Pretrained Multilingual Translation Models?	Danni Liu	Confirmed in person	Danni Liu, Jan Niehues	Danni Liu	Jan Niehues											Danni Liu	Jan Niehues															
Session 10	2024-03-20	11-12:30	In-Person E	Multimodality and Language Grounding to Vision, Robotics and Beyond	22	285	Improving Grounded Language Understanding in a Collaborative Environment by Interacting with Agents Through Help Feedback	Nikhil Mehta	Confirmed in person	Nikhil Mehta, Milagro Teruel, Xin Deng, Sergio Patricio Figueroa Sanz, Ahmed Hassan Awadallah, Julia Kiseleva	Nikhil Mehta	Milagro Teruel	Xin Deng	Sergio Patricio Figueroa Sanz	Ahmed Hassan Awadallah	Julia Kiseleva							Nikhil Mehta	Milagro Teruel	Xin Deng	Sergio Patricio Figueroa Sanz	Ahmed Hassan Awadallah	Julia Kiseleva											
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	17	77	Investigating the Potential of Task Arithmetic for Cross-Lingual Transfer	Marinela Parović	Confirmed in person	Marinela Parović, Ivan Vulić, Anna Korhonen	Marinela Parović	Ivan Vulić	Anna Korhonen										Marinela Parović	Ivan Vulić	Anna Korhonen														
Session 10	2024-03-20	11-12:30	In-Person E	Machine Translation	3	379	Morphology Aware Source Term Masking for Terminology-Constrained NMT	Ander Corral	Confirmed in person	Ander Corral, Xabier Saralegi	Ander Corral	Xabier Saralegi											Ander Corral	Xabier Saralegi															
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	18	44	Multilingual Gradient Word-Order Typology from Universal Dependencies	Emi Baylor	Confirmed in person	Emi Baylor, Esther Ploeger, Johannes Bjerva	Emi Baylor	Esther Ploeger	Johannes Bjerva										Emi Baylor	Esther Ploeger	Johannes Bjerva														
Session 10	2024-03-20	11-12:30	In-Person E	Machine Translation	4	371	On Measuring Context Utilization in Document-Level MT Systems	Wafaa Mohammed	Confirmed in person	Wafaa Mohammed, Vlad Niculae	Wafaa Mohammed	Vlad Niculae											Wafaa Mohammed	Vlad Niculae															
Session 10	2024-03-20	11-12:30	In-Person E	Speech recognition, text-to-speech and spoken language understanding	27	17	ParrotTTS: Text-to-speech synthesis exploiting disentangled self-supervised representations	Neil Shah	Confirmed in person	Neil Shah, Saiteja Kosgi, Vishal Tambrahalli, Neha S, Anil Kumar Nelakanti, Vineet Gandhi	Neil Shah	Saiteja Kosgi	Vishal Tambrahalli	Neha S	Anil Kumar Nelakanti	Vineet Gandhi							Neil Shah	Saiteja Kosgi	Vishal Tambrahalli	Neha S	Anil Kumar Nelakanti	Vineet Gandhi											
Session 10	2024-03-20	11-12:30	In-Person E	Speech recognition, text-to-speech and spoken language understanding	28	158	Prosody in Cascade and Direct Speech-to-Text Translation: a case study on Korean Wh-Phrases	Giulio Zhou	Confirmed in person	Giulio Zhou, Tsz Kin Lam, Alexandra Birch, Barry Haddow	Giulio Zhou	Tsz Kin Lam	Alexandra Birch	Barry Haddow									Giulio Zhou	Tsz Kin Lam	Alexandra Birch	Barry Haddow													
Session 10	2024-03-20	11-12:30	In-Person E	Machine Translation	5	139	Revisiting the Markov Property for Machine Translation	Cunxiao Du	Confirmed in person	Cunxiao Du, Hao Zhou, Zhaopeng Tu, Jing Jiang	Cunxiao Du	Hao Zhou	Zhaopeng Tu	Jing Jiang									Cunxiao Du	Hao Zhou	Zhaopeng Tu	Jing Jiang													
Session 10	2024-03-20	11-12:30	In-Person E	Machine Translation	6	420	Sequence Shortening for Context-Aware Machine Translation	Paweł Maka	Confirmed in person	Paweł Maka, Yusuf Can Semerci, Jan Scholtes, Gerasimos Spanakis	Paweł Maka	Yusuf Can Semerci	Jan Scholtes	Gerasimos Spanakis									Paweł Maka	Yusuf Can Semerci	Jan Scholtes	Gerasimos Spanakis													
Session 10	2024-03-20	11-12:30	In-Person E	Multimodality and Language Grounding to Vision, Robotics and Beyond	23	170	The Role of Data Curation in Image Captioning	Wenyan Li	Confirmed in person	Wenyan Li, Jonas F. Lotz, Chen Qiu, Desmond Elliott	Wenyan Li	Jonas F. Lotz	Chen Qiu	Desmond Elliott									Wenyan Li	Jonas F. Lotz	Chen Qiu	Desmond Elliott													
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	19	413	ToPro: Token-Level Prompt Decomposition for Cross-Lingual Sequence Labeling Tasks	Bolei Ma	Confirmed in person	Bolei Ma, Ercong Nie, Shuzhou Yuan, Helmut Schmid, Michael Färber, Frauke Kreuter, Hinrich Schuetze	Bolei Ma	Ercong Nie	Shuzhou Yuan	Helmut Schmid	Michael Färber	Frauke Kreuter	Hinrich Schuetze						Bolei Ma	Ercong Nie	Shuzhou Yuan	Helmut Schmid	Michael Färber	Frauke Kreuter	Hinrich Schuetze										
Session 10	2024-03-20	11-12:30	In-Person E	Speech recognition, text-to-speech and spoken language understanding	29	96	Towards efficient self-supervised representation learning in speech processing	Luis Lugo	Confirmed in person	Luis Lugo, Valentin Vielzeuf	Luis Lugo	Valentin Vielzeuf											Luis Lugo	Valentin Vielzeuf															
Session 10	2024-03-20	11-12:30	In-Person E	Speech recognition, text-to-speech and spoken language understanding	30	70	Towards Hierarchical Spoken Language Disfluency Modeling	Jiachen Lian	Confirmed in person	Jiachen Lian, Gopala Anumanchipalli	Jiachen Lian	Gopala Anumanchipalli											Jiachen Lian	Gopala Anumanchipalli															
Session 10	2024-03-20	11-12:30	In-Person E	Multilinguality and Language Diversity	20	480	Understanding the effects of language-specific class imbalance in multilingual fine-tuning	Vincent Jung	Confirmed in person	Vincent Jung, Lonneke van der Plas	Vincent Jung	Lonneke van der Plas											Vincent Jung	Lonneke van der Plas															
Session 10	2024-03-20	11-12:30	In-Person E	Multimodality and Language Grounding to Vision, Robotics and Beyond	24	233	VEIL: Vetting Extracted Image Labels from In-the-Wild Captions for Weakly-Supervised Object Detection	Arushi Rai	Confirmed in person	Arushi Rai, Adriana Kovashka	Arushi Rai	Adriana Kovashka											Arushi Rai	Adriana Kovashka															
Session 10	2024-03-20	11-12:30	In-Person E		D-1	DEMO 32	DP-NMT: Scalable Differentially Private Machine Translation	Timour Igamberdiev	In person	Timour Igamberdiev, Doan Nam Long Vu, Felix Kuennecke, Zhuo Yu, Jannik Holmer and Ivan Habernal	Timour Igamberdiev	Doan Nam Long Vu	Felix Kuennecke	Zhuo Yu	Jannik Holmer and Ivan Habernal								Timour Igamberdiev	Doan Nam Long Vu	Felix Kuennecke	Zhuo Yu	Jannik Holmer and Ivan Habernal												
Session 10	2024-03-20	11-12:30	In-Person E		D-3	DEMO 36	MAMMOTH: Massively Multilingual Modular Open Translation @ Helsinki	Timothee Mickus	In person	Timothee Mickus, Stig-Arne Grönroos, Joseph Attieh, Michele Boggia, Ona de Gibert, Shaoxiong Ji, Niki Andreas Loppi, Alessandro Raganato, Raúl Vázquez and Jörg Tiedemann	Timothee Mickus	Stig-Arne Grönroos	Joseph Attieh	Michele Boggia	Ona de Gibert	Shaoxiong Ji	Niki Andreas Loppi	Alessandro Raganato					Timothee Mickus	Stig-Arne Grönroos	Joseph Attieh	Michele Boggia	Ona de Gibert	Shaoxiong Ji	Niki Andreas Loppi	Alessandro Raganato	Raúl Vázquez and Jörg Tiedemann								
Session 10	2024-03-20	11-12:30	In-Person E		D-2	DEMO 57	LLMeBench: A Flexible Framework for Accelerating LLMs Benchmarking	Fahim Dalvi	In person	Fahim Dalvi, Maram Hasanain, Sabri Boughorbel, Basel Mousi, Samir Abdaljalil, Nizi Nazar, Ahmed Abdelali, Shammur Absar Chowdhury, Hamdy Mubarak, Ahmed Ali, Majd Hawasly, Nadir Durrani and Firoj Alam	Fahim Dalvi	Maram Hasanain	Sabri Boughorbel	Basel Mousi	Samir Abdaljalil	Nizi Nazar	Ahmed Abdelali	Shammur Absar Chowdhury					Fahim Dalvi	Maram Hasanain	Sabri Boughorbel	Basel Mousi	Samir Abdaljalil	Nizi Nazar	Ahmed Abdelali	Shammur Absar Chowdhury	Hamdy Mubarak	Ahmed Ali	Majd Hawasly	Nadir Durrani and Firoj Alam					
Session 10	2024-03-20	11-12:30	In-Person E		D-4	DEMO 61	Sig-Networks Toolkit: Signature Networks for Longitudinal Language Modelling	Talia Tseriotou	In person	Talia Tseriotou, Ryan Chan, Adam Tsakalidis, Iman Munire Bilal, Elena Kochkina, Terry Lyons and Maria Liakata	Talia Tseriotou	Ryan Chan	Adam Tsakalidis	Iman Munire Bilal	Elena Kochkina	Terry Lyons and Maria Liakata							Talia Tseriotou	Ryan Chan	Adam Tsakalidis	Iman Munire Bilal	Elena Kochkina	Terry Lyons and Maria Liakata											
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Efficient/Low-resource methods in NLP		36	Zero-shot Sentiment Analysis in Low-Resource Languages Using a Multilingual Sentiment Lexicon	Fajri Koto	Confirmed Virtual	Fajri Koto, Tilman Beck, Zeerak Talat, Iryna Gurevych, Timothy Baldwin	Fajri Koto	Tilman Beck	Zeerak Talat	Iryna Gurevych	Timothy Baldwin							https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=B3AFAZ7rRH68fGMhMORK	Fajri Koto	Tilman Beck	Zeerak Talat	Iryna Gurevych	Timothy Baldwin												
Session 4	2024-03-18	16-17:30	In-Person B	Interpretability and Model Analysis in NLP	38	135	VOLTAGE: A Versatile Contrastive Learning based OCR Methodology for ultra low-resource scripts through Auto Glyph Feature Extraction	Prawaal Sharma	Confirmed in person	Prawaal Sharma, Poonam Goyal, Vidisha Sharma, Navneet Goyal	Prawaal Sharma	Poonam Goyal	Vidisha Sharma	Navneet Goyal					Session 11 - 03/20 - 14:00 - Virtual GT B	Conf Session 4- 03/18 - 16:00 - Poster Session B		https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=uJfc4A6oSxSQ3MNbr8fS	Prawaal Sharma	Poonam Goyal	Vidisha Sharma	Navneet Goyal													
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Efficient/Low-resource methods in NLP		200	VlogQA: Task, Dataset, and Baseline Models for Vietnamese Spoken-Based Machine Reading Comprehension	Thinh Phuoc Ngo	Confirmed Virtual	Thinh Phuoc Ngo, Khoa Tran Anh Dang, Son T. Luu, Kiet Van Nguyen, Ngan Luu-Thuy Nguyen	Thinh Phuoc Ngo	Khoa Tran Anh Dang	Son T. Luu	Kiet Van Nguyen	Ngan Luu-Thuy Nguyen							https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=dJW6ys34QOSlPxdeoSJq	Thinh Phuoc Ngo	Khoa Tran Anh Dang	Son T. Luu	Kiet Van Nguyen	Ngan Luu-Thuy Nguyen												
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Efficient/Low-resource methods in NLP		208	ViLexNorm: A Lexical Normalization Corpus for Vietnamese Social Media Text	Thanh-Nhi Nguyen	Confirmed Virtual	Thanh-Nhi Nguyen, Thanh-Phong Le, Kiet Van Nguyen	Thanh-Nhi Nguyen	Thanh-Phong Le	Kiet Van Nguyen									https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=un0Peu6FSja1qxrTjfu3	Thanh-Nhi Nguyen	Thanh-Phong Le	Kiet Van Nguyen														
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Efficient/Low-resource methods in NLP		331	Zero-Shot End-to-End Spoken Language Understanding via Cross-Modal Selective Self-Training	Jianfeng He	Confirmed Virtual	Jianfeng He, Julian Salazar, Kaisheng Yao, Haoqi Li, Jason Cai	Jianfeng He	Julian Salazar	Kaisheng Yao	Haoqi Li	Jason Cai							https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=ggfVTmTVQsmKoWAFFJm_	Jianfeng He	Julian Salazar	Kaisheng Yao	Haoqi Li	Jason Cai												
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Generation		353	Localization vs. Semantics: Visual Representations in Unimodal and Multimodal Models	Zhuowan Li	Confirmed Virtual	Zhuowan Li, Cihang Xie, Benjamin Van Durme, Alan Yuille	Zhuowan Li	Cihang Xie	Benjamin Van Durme	Alan Yuille								https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=GwX_uxsrSqysPehDVrrW	Zhuowan Li	Cihang Xie	Benjamin Van Durme	Alan Yuille													
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Interpretability and Model Analysis in NLP		119	On the Relationship between Sentence Analogy Identification and Sentence Structure Encoding in Large Language Models	Thilini Wijesiriwardene	Confirmed Virtual	Thilini Wijesiriwardene, Ruwan Wickramarachchi, Aishwarya Naresh Reganti, Vinija Jain, Aman Chadha, Amit P. Sheth, Amitava Das	Thilini Wijesiriwardene	Ruwan Wickramarachchi	Aishwarya Naresh Reganti	Vinija Jain	Aman Chadha	Amit P. Sheth	Amitava Das					https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=aDvp6q83TMOnwW8K8W_3	Thilini Wijesiriwardene	Ruwan Wickramarachchi	Aishwarya Naresh Reganti	Vinija Jain	Aman Chadha	Amit P. Sheth	Amitava Das										
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Interpretability and Model Analysis in NLP		229	Explaining Language Model Predictions with High-Impact Concepts	Ruochen Zhao	Confirmed Virtual	Ruochen Zhao, Tan Wang, Yongjie Wang, Shafiq Joty	Ruochen Zhao	Tan Wang	Yongjie Wang	Shafiq Joty								https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=7kkiAZiqSNqlFtE1mAOL	Ruochen Zhao	Tan Wang	Yongjie Wang	Shafiq Joty													
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Machine Learning for NLP		84	GAINER: Graph Machine Learning with Node-specific Radius for Classification of Short Texts and Documents	Naganand Yadati	Confirmed Virtual	Naganand Yadati	Naganand Yadati											https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=HhPJUgphRZ-mWC3IIahE	Naganand Yadati																
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Machine Learning for NLP		95	Generation-driven Contrastive Self-training for Zero-shot Text Classification with Instruction-following LLM	Ruohong Zhang	Confirmed Virtual	Ruohong Zhang, Yau-Shian Wang, Yiming Yang	Ruohong Zhang	Yau-Shian Wang	Yiming Yang									https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=s-vGuVVuS9Wov3yMXDpq	Ruohong Zhang	Yau-Shian Wang	Yiming Yang														
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Machine Learning for NLP		276	Random Smooth-based Certified Defense against Text Adversarial Attack	Zeliang Zhang	Confirmed Virtual	#N/A	Zeliang Zhang	Wei Yao	Susan Liang	Chenliang Xu								https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=i-dZC2z6Q4-9M_V-irFE	Zeliang Zhang	Wei Yao	Susan Liang	Chenliang Xu													
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Machine Learning for NLP		358	Exploiting Class Probabilities for Black-box Sentence-level Attacks	Raha Moraffah	Confirmed Virtual	Raha Moraffah, huan liu	Raha Moraffah	huan liu										https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=grztsOQHQAG2crXwCAIV	Raha Moraffah	huan liu															
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Machine Learning for NLP		360	Learning Label Hierarchy with Supervised Contrastive Learning	Ruixue Lian	Confirmed Virtual	Ruixue Lian, William A. Sethares, Junjie Hu	Ruixue Lian	William A. Sethares	Junjie Hu									https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=grztsOQHQAG2crXwCAIV	Ruixue Lian	William A. Sethares	Junjie Hu														
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Machine Translation		111	Importance-Aware Data Augmentation for Document-Level Neural Machine Translation	Minghao Wu	Confirmed Virtual	Minghao Wu, Yufei Wang, George Foster, Lizhen Qu, Gholamreza Haffari	Minghao Wu	Yufei Wang	George Foster	Lizhen Qu	Gholamreza Haffari							https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=UYC-6dOJSpygWCuIe6G8	Minghao Wu	Yufei Wang	George Foster	Lizhen Qu	Gholamreza Haffari												
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Machine Translation		228	CharSpan: Utilizing Lexical Similarity to Enable Zero-Shot Machine Translation for Extremely Low-resource Languages	Kaushal Kumar Maurya	Confirmed Virtual	Kaushal Kumar Maurya, Rahul Kejriwal, Maunendra Sankar Desarkar, Anoop Kunchukuttan	Kaushal Kumar Maurya	Rahul Kejriwal	Maunendra Sankar Desarkar	Anoop Kunchukuttan								https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=UYC-6dOJSpygWCuIe6G8	Kaushal Kumar Maurya	Rahul Kejriwal	Maunendra Sankar Desarkar	Anoop Kunchukuttan													
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Multimodality and Language Grounding to Vision, Robotics and Beyond		223	SCO-VIST: Social Interaction Commonsense Knowledge-based Visual Storytelling	Eileen Wang	Confirmed Virtual	Eileen Wang, Caren Han, Josiah Poon	Eileen Wang	Caren Han	Josiah Poon									https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=Li9H1GFFQ7mPZrXCDQcC	Eileen Wang	Caren Han	Josiah Poon														
Session 11	2024-03-20	14 - 14:45	Virtual GT B	Multimodality and Language Grounding to Vision, Robotics and Beyond		265	IndiFoodVQA: A Knowledge-Aware Reasoning-Based Visual Question Answering Dataset for Indian Food Dishes	Pulkit Agarwal	Confirmed Virtual	Pulkit Agarwal, Settaluri Lakshmi Sravanthi, Pushpak Bhattacharyya	Pulkit Agarwal	Settaluri Lakshmi Sravanthi	Pushpak Bhattacharyya									https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=xND7RlnmSN6Fap9hy4R0	Pulkit Agarwal	Settaluri Lakshmi Sravanthi	Pushpak Bhattacharyya														
Session 11	2024-03-20	14 - 14:45	Virtual GT B	NLP Applications		10	Next Visit Diagnosis Prediction via Medical Code-Centric Multimodal Contrastive EHR Modelling with Hierarchical Regularisation	Heejoon Koo	Confirmed Virtual	Heejoon Koo	Heejoon Koo											https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=HsKkJ1chSVOyeK0erHU3	Heejoon Koo																
Session 11	2024-03-20	14 - 14:45	Virtual GT B	NLP Applications		32	FinBPM: A Framework for Portfolio Management-based Financial Investor Behavior Perception Model	Zhilu Zhang	Confirmed Virtual	Zhilu Zhang, Procheta Sen, Zimu Wang, Ruoyu Sun, Zhengyong Jiang, Jionglong Su	Zhilu Zhang	Procheta Sen	Zimu Wang	Ruoyu Sun	Zhengyong Jiang	Jionglong Su						https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=4olFTWkpRvmRA4hNUBtd	Zhilu Zhang	Procheta Sen	Zimu Wang	Ruoyu Sun	Zhengyong Jiang	Jionglong Su											
Session 11	2024-03-20	14 - 14:45	Virtual GT B	NLP Applications		120	Contextualization Distillation from Large Language Model for Knowledge Graph Completion	Dawei Li	Confirmed Virtual	Dawei Li, Zhen Tan, Tianlong Chen, huan liu	Dawei Li	Zhen Tan	Tianlong Chen	huan liu								https://app.gather.town/app/XDzSQW1b0mpTTAYr/EACL2024?spawnToken=fbE5LI0ZRhm_jjHuDRRP	Dawei Li	Zhen Tan	Tianlong Chen	huan liu													
